revenue_rank,creator_id,creator_name,campaigns_observed,brands_observed,followers,avg_views,creator_power_score,mean_predicted_revenue,median_predicted_revenue,mean_actual_revenue,total_actual_revenue,mean_expected_orders,mean_expected_roi_pct,median_absolute_percentage_error
603,nhunhu_0409,nhunhu_0409,1,1,2540.0,1895.3636363636365,36.875632960379086,62656433.91366477,62656433.91366477,44498118.5,44498118.5,497.0,2092.9751869782667,40.80692853039342
604,nhatmodaily,nhatmodaily,1,1,1627.0,1129.5333333333333,35.222360967178695,62643377.85004322,62643377.85004322,33547765.17,33547765.17,229.0,2092.5182247515127,86.7289148251875
605,hong199720,hong199720,1,1,3443.0,1983.797619047619,37.43210442605918,62579155.376014575,62579155.376014575,175208450.28,175208450.28,173.0,2090.27043816051,64.28302671702932
606,cafuneflux_derma,cafuneflux_derma,1,1,158800.0,471.5251396648045,40.70296339427958,62488925.3099304,62488925.3099304,160613963.77,160613963.77,105.0,450.90992086840396,61.093715737309836
607,lifebynguyen,lifebynguyen,1,1,12000.0,74617.11111111111,46.118918364715796,62339386.70987374,62339386.70987374,65504864.19,65504864.19,393.0,2081.878534845581,4.832431177850602
608,thuyglass,thuyglass,7,7,6010.0,16331.2,42.21881059741639,62034548.04214954,26650432.293926686,76391656.93571429,534741598.55,415.57142857142856,2071.2091814752334,36.29617454949477
609,365pkaudio,365pkaudio,1,1,7800.0,6029.532467532467,40.768727443774544,62016158.41992531,62016158.41992531,211729378.87,211729378.87,114.0,2070.5655446973856,70.70970559168235
610,vanquynhmai09,vanquynhmai09,3,3,20800.0,24238.466666666667,44.8792089042237,62014004.909504436,60849817.28776532,85966830.18333334,257900490.55,243.0,2070.490171832655,68.67266008340444
611,luuluutham91,luuluutham91,2,2,127200.0,178264.33333333334,51.235443760346705,61826798.680582926,61826798.680582926,127433709.51,254867419.02,513.0,580.4836332768562,34.89418207613828
612,hphuong.beautystore,hphuong.beautystore,4,4,30100.0,1794.3793691389599,40.604585995075325,61748725.9285441,66186219.162645094,23725758.6275,94903034.51,266.75,2061.2054074990433,264.0330764471901
613,vinadaily_,vinadaily_,1,1,1289.0,1399.2079207920792,35.25959775116857,61663870.83450003,61663870.83450003,47562923.01,47562923.01,619.0,2058.2354792075007,29.64693280422513
614,pniboo.oi,pniboo.oi,1,1,1923.0,356490.5,46.190466741849114,61633427.15298438,61633427.15298438,70162548.91,70162548.91,444.0,2057.1699503544532,12.156231336401738
615,d.vaanh,d.vaanh,1,1,101600.0,87881.25,49.736592793360664,61550866.347936705,61550866.347936705,83972417.27,83972417.27,211.0,748.141859125112,26.701090252017334
616,hn.nhathaday,hn.nhathaday,6,6,298000.0,24798.166666666664,49.01888122914223,61302630.33948553,43800552.717035055,122483135.78833334,734898814.73,347.1666666666667,187.99893448080448,40.343164167768606
617,duongcosmetic995,duongcosmetic995,3,3,24100.0,1469.6,39.8917684020688,61101984.54903393,76850462.55747503,67739716.86,203219150.57999998,521.3333333333334,2038.5694592161874,20.882391035464686
618,baoduong0910,baoduong0910,1,1,9043.0,247300.0,47.91035072372687,61002360.50724864,61002360.50724864,72267118.96,72267118.96,440.0,2035.0826177537024,15.58766782855481
619,p.anhacclive3,p.anhacclive3,1,1,251900.0,158850.2,52.246732449758646,60973151.26600093,60973151.26600093,120810810.11,120810810.11,122.0,238.87420314569786,49.53005346915232
620,im.lukedo,im.lukedo,6,6,753000.0,56824.0,52.026442928405515,60861626.05164812,51572066.95626785,54908348.82333333,329450092.94,235.16666666666666,13.155745647154534,131.33827921316902
621,poppyneee,poppyneee,2,2,1339.0,39731.82427536232,41.1487140379563,60712819.75755438,60712819.75755438,54257337.425000004,108514674.85000001,293.5,2024.9486915144034,57.442287739789734
622,tran_review.19,tran_review.19,1,1,2084.0,1944018.0,49.47219023151793,60629074.349063985,60629074.349063985,83066129.02,83066129.02,105.0,2022.0176022172395,27.01107531510683
623,barlenee79,barlenee79,5,5,5360.0,15442.625,41.93718398817922,60569575.99658748,21223823.2101176,79749595.53400001,398747977.67,421.0,2019.9351598805617,17.843225262179395
624,lotus0210_nl,lotus0210_nl,1,1,2673.0,736014.0,48.05032858242773,60510406.12863482,60510406.12863482,36878593.05,36878593.05,105.0,2017.8642145022184,64.08002888449353
625,unboxwithvie,unboxwithvie,6,6,27200.0,469117.25,50.75780353358163,60349557.0475625,60136192.85502814,143762531.46,862575188.76,306.6666666666667,2012.2344966646876,47.67993498301716
626,vickyngo14,vickyngo14,3,3,52700.0,26045.5,46.45494538701191,60300747.221300386,12166600.90161715,70721437.11666667,212164311.35000002,86.66666666666667,1501.917383488055,18.005431168485494
627,xai.gi.review.nay,xai.gi.review.nay,3,3,4189.0,1173.096,36.75901776594995,60201851.762087174,44466063.476661995,86558031.38333333,259674094.14999998,343.6666666666667,2007.064811673051,5.589983217886566
628,beenalth,beenalth,8,8,204100.0,70353.5707070707,50.40231729919361,59943901.69100729,54793602.132036984,72031037.05624999,576248296.4499999,395.125,311.178159565949,26.769196287352663
629,ngocquynhdaily95,ngocquynhdaily95,1,1,6753.0,739.8933333333333,36.64262322209574,59922845.09839942,59922845.09839942,31308761.8,31308761.8,307.0,1997.29957844398,91.39321280472811
630,bimbumne,bimbumne,3,3,572700.0,317764.3333333333,54.81115125230354,59862169.65591017,60449061.95207768,60745139.093333334,182235417.28,329.0,46.33671646285007,25.425833984188905
631,jennyreviewday___,jennyreviewday___,3,3,2388.0,51935.555555555555,42.94089476012575,59815567.951062806,61655745.89456441,77807154.07333334,233421462.22000003,378.3333333333333,1993.5448782871981,36.513676209991544
632,hiniha0xincha0,hiniha0xincha0,1,1,1500000.0,216892.2727272727,55.593762269690764,59465650.25911311,59465650.25911311,39626739.48,39626739.48,375.0,-44.498726424827765,50.06445405160322
633,vubaolong.vn,vubaolong.vn,1,1,8309.0,28756.043478260868,43.77414540636595,59452004.24338842,59452004.24338842,38677905.76,38677905.76,100.0,1980.8201485185946,53.71050493864284
634,reencyngo,reencyngo,2,2,12500000.0,3739.75,43.96794653075105,59267634.3994064,59267634.3994064,110792905.41,221585810.82,554.0,-79.25632796020776,48.406199557479454
635,huongbietnoi,huongbietnoi,2,2,1747.0,35637.22899159664,41.72838551949858,59204351.7418932,59204351.7418932,241213994.485,482427988.97,260.5,1972.152310966262,73.91539437430876
636,lienxaigi,lienxaigi,1,1,226.0,12484.4,36.63705511230863,59184265.93735431,59184265.93735431,24651860.94,24651860.94,469.0,1971.4493078074006,140.08031718742248
637,mehuongdongcon,mehuongdongcon,1,1,489600.0,286232.0,54.3734733207891,59063408.32658349,59063408.32658349,33839684.72,33839684.72,311.0,68.89046498614559,74.53888478953739
638,maris_camtu,maris_camtu,3,3,224900.0,16396.571428571428,47.844262236541596,58989785.378130026,48159257.2450831,80501570.11666667,241504710.35000002,506.6666666666667,267.2107582453625,58.90609391650447
639,dientrandk_68,dientrandk_68,2,2,749600.0,20340.714285714286,47.990140690254165,58954573.40141155,58954573.40141155,72674959.26,145349918.52,395.5,10.107260888442042,28.22632977246706
640,thch.son.mii,thch.son.mii,1,1,1812.0,24041.043478260868,41.07939311349192,58954471.457063824,58954471.457063824,162710602.65,162710602.65,314.0,1963.406500997234,63.767283448713954
641,ngoctrinh89,ngoctrinh89,3,3,7300000.0,3719449.0,63.337728445340616,58889764.56686214,66780746.62038569,65868647.79333333,197605943.38,295.3333333333333,-79.38858240159826,32.46783410803556
642,toanthangglobal,toanthangglobal,2,2,120000.0,7543.906973461321,45.37534637644811,58886525.54940607,58886525.54940607,60318512.105000004,120637024.21000001,543.0,587.0094647430707,27.810319581896408
643,chime.emsoc,chime.emsoc,2,2,2801.0,2240.2608695652175,37.33830586371233,58846655.32750647,58846655.32750647,59544903.17,119089806.34,522.0,1959.6329364627263,9.067653529168336
644,voof.review,voof.review,1,1,2155.0,17880.727272727272,40.797166896652,58734079.5475547,58734079.5475547,84437623.69,84437623.69,36.0,1955.6927841644147,30.440866309563592
645,tuanthanh123.123,tuanthanh123.123,1,1,2065.0,577.7352941176471,34.345617517896606,58719996.99429567,58719996.99429567,18777706.51,18777706.51,166.0,1955.1998948003484,212.71123000577595
646,phuonganhcun97,phuonganhcun97,1,1,2100000.0,647257.0,58.1506392787697,58697398.33953991,58697398.33953991,72635992.7,72635992.7,423.0,-60.8684011069734,19.1896521852865
647,quinskincareholic,quinskincareholic,3,3,183600.0,68794.0,50.198606750990415,58691754.77671558,69044057.9340601,92401761.58333333,277205284.75,388.6666666666667,347.54061376580506,48.80276135067288
648,_pupunpurin,_pupunpurin,1,1,1900000.0,553898.0,57.70548968491409,58628991.0737232,58628991.0737232,141135653.45,141135653.45,313.0,-56.79969078778291,58.459120965848896
649,myanhcuaanhoi,myanhcuaanhoi,1,1,126800.0,217368.0,51.76580858121424,58601587.4612938,58601587.4612938,97167584.25,97167584.25,423.0,547.0206817493006,39.69018792263141
650,48maiyeu,48maiyeu,1,1,1354.0,286.5533980582524,32.38952903228216,58598414.71033096,58598414.71033096,39312991.05,39312991.05,201.0,1950.9445148615835,49.056108795697874
651,hphuc_1210,hphuc_1210,1,1,403000.0,490154.0,55.0727601354457,58508203.44801318,58508203.44801318,268392440.31,268392440.31,98.0,103.25430478217976,78.20050245065221
652,sunshinelovely6,sunshinelovely6,1,1,192400.0,853848.0,54.95904001291968,58492770.59650767,58492770.59650767,24580045.41,24580045.41,299.0,325.62307086855884,137.96852129781183
653,ngdiuthen,ngdiuthen,6,6,798200.0,60981.25,52.16714195851024,58399507.51852018,17472240.375710547,85902319.26,515413915.56,352.3333333333333,2.429604768138605,63.89430359571332
654,minn.riviu,minn.riviu,2,2,23100.0,49430.08974358975,46.35332484517898,58340558.31119536,58340558.31119536,71967652.505,143935305.01,397.5,1941.9195408918374,22.592485269288673
655,trisphanbeauty,trisphanbeauty,1,1,62100.0,30425.5,46.998812837377905,58269440.96046316,58269440.96046316,88975758.21,88975758.21,116.0,1213.6427913792015,34.51088011755291
656,hg.aanh,hg.aanh,3,3,64600.0,36713.333333333336,47.409673641178934,58260854.74480461,23388343.10103597,81656775.44000001,244970326.32000002,311.6666666666667,1162.6191430762608,34.03021744041936
657,ch.em.go.cm.aff,ch.em.go.cm.aff,1,1,1010.0,247.93548387096777,31.666864119555022,58246303.506482296,58246303.506482296,105311232.78,105311232.78,200.0,1938.6206227268804,44.69127179608513
658,tomskincare,tomskincare,5,5,610400.0,122165.0,53.130793766037534,58202022.37495176,31920332.5514231,117793809.08799998,588969045.4399999,317.2,33.490877006770084,47.30525789234213
659,lliinnhhllyy,lliinnhhllyy,1,1,713500.0,57589.71428571428,51.9731576395554,57929689.54046581,57929689.54046581,71158857.45,71158857.45,365.0,13.667225447305013,18.591034740586878
660,decoco.accessories,decoco.accessories,2,2,318100.0,21353.475609756097,48.873636885959385,57656627.64410757,57656627.64410757,125732639.18499999,251465278.36999997,391.0,153.75441276878524,41.80390335961438
661,trucbanhmd,trucbanhmd,1,1,139700.0,648309.0,53.95001918205058,57557690.39132525,57557690.39132525,27385287.66,27385287.66,100.0,476.8129316238751,110.17741754597749
662,lo.thanh.chi.vuong,lo.thanh.chi.vuong,1,1,1037.0,47109.75,41.46645710197629,57379334.085641466,57379334.085641466,124642614.92,124642614.92,96.0,1908.2766929974512,53.964914710374515
663,thaothichkechuyen2025,thaothichkechuyen2025,2,2,5783.0,422.00156985871274,34.98553571615237,57272259.345955886,57272259.345955886,33300718.509999998,66601437.019999996,191.0,1904.529077108456,75.77730100115392
664,fbtran_nhien_shop,fbtran_nhien_shop,2,2,101400.0,9273.523529411765,45.485195662910996,57063580.3216575,57063580.3216575,86138584.61000001,172277169.22000003,290.5,687.8600833364941,47.74008775622257
665,thuykieu_2802,thuykieu_2802,2,2,2500000.0,51356.642857142855,53.629707017772546,57038206.01864089,57038206.01864089,94795982.87,189591965.74,556.5,-68.0586046295611,170.57146785878098
666,thao121220,thao121220,1,1,9240.0,18986.92307692308,43.16628048870875,56989147.67986439,56989147.67986439,122086805.67,122086805.67,114.0,1894.620168795254,53.320797143381924
667,bina.songsinhkhacgioi,bina.songsinhkhacgioi,1,1,15800.0,9869.75,42.780612024913374,56924554.76876343,56924554.76876343,78762935.99,78762935.99,195.0,1892.35941690672,27.726723168381177
668,pinkbear.24,pinkbear.24,2,2,4215.0,15035.196969696972,41.49555166898023,56898005.816938914,56898005.816938914,64845877.15,129691754.3,282.0,1891.4302035928617,17.103150493385918
669,nguyengiabaongoc_7,nguyengiabaongoc_7,1,1,11600.0,118650.0,46.92959897810216,56673162.14011909,56673162.14011909,37704361.42,37704361.42,160.0,1883.560674904168,50.309301114584656
670,tiemnhami28,tiemnhami28,1,1,7940.0,1366.4032258064517,38.034349054511445,56644871.09917712,56644871.09917712,33919565.53,33919565.53,95.0,1882.5704884711993,66.99763164442018
671,vheu170cm,vheu170cm,2,2,30900.0,27105.84375,45.64947098752542,56623471.16973665,56623471.16973665,58610783.28,117221566.56,161.0,1881.8214909407827,33.06981576019858
672,cudau8,cudau8,1,1,1600000.0,50633.0,52.98613404272259,56352572.84618769,56352572.84618769,96522561.49,96522561.49,358.0,-50.69149875958578,41.61720122603049
673,riviupasttime,riviupasttime,2,2,1235.0,16243.213888888888,39.39990767193865,56331502.392409,56331502.392409,67675030.66,135350061.32,238.5,1871.602583734315,39.380099620970185
674,donnguyen_dv,donnguyen_dv,1,1,799300.0,35309.25,51.23877822644315,56310355.228263535,56310355.228263535,32184073.62,32184073.62,288.0,-1.3705776059440173,74.96341791012698
675,thanhloanshop02,thanhloanshop02,1,1,10200.0,25863.478260869564,43.8948350828046,56310148.59433015,56310148.59433015,63881237.36,63881237.36,575.0,1870.8552008015552,11.851819217281756
676,lachimimakeup,lachimimakeup,4,4,21800.0,1877.75,40.19209222358083,56277384.865460195,45741247.42721082,54695048.0325,218780192.13,327.5,1869.7084702911066,40.43730126120877
677,liiunbox03,liiunbox03,1,1,1609.0,120286.33333333331,43.89198700517219,56242899.59851977,56242899.59851977,125367995.43,125367995.43,35.0,1868.501485948192,55.13775313578868
678,nhatnhieumui,nhatnhieumui,1,1,114300.0,373194.0,52.61085572713844,56021093.4668974,56021093.4668974,40560239.99,40560239.99,94.0,586.1726233915691,38.11824949928605
679,meoxinhriviu2,meoxinhriviu2,1,1,1404.0,1900.8062015503876,35.96193735020849,55936719.52649967,55936719.52649967,44476730.5,44476730.5,204.0,1857.7851834274884,25.76625776595623
680,thanhtranofficial,thanhtranofficial,4,4,1700000.0,56433.75,53.186491557780876,55916488.60521038,39176229.50022344,62693402.89,250773611.56,365.0,-53.95112703100322,13.811660553640724
681,baoolinhhh86,baoolinhhh86,2,2,4538.0,11978.516666666666,39.62005385128954,55772322.31911023,55772322.31911023,41649338.565,83298677.13,40.5,1852.0312811688582,17.58854650976983
682,ngochanduongg,ngochanduongg,2,2,147000.0,177126.875,51.37518534801005,55626873.00731206,55626873.00731206,33297158.425,66594316.85,203.5,429.77974292678147,89.00454189435597
683,vnnh2003,vnnh2003,1,1,2200000.0,402450.0,57.33837527443484,55437891.50481239,55437891.50481239,73976403.2,73976403.2,62.0,-64.72134176966485,25.06003386656627
684,bigheart.network,bigheart.network,1,1,43600.0,2119.5333333333333,41.49248995552695,55277887.00373068,55277887.00373068,60644122.22,60644122.22,478.0,1674.978023055572,8.84873095664921
685,anhthi2k0,anhthi2k0,1,1,994.0,9697.206896551725,38.45899797501418,55160507.0430625,55160507.0430625,178708974.22,178708974.22,564.0,1830.6177465071876,69.13389085029549
686,maitrithuc2019,maitrithuc2019,1,1,134700.0,5464.111111111111,45.00412936465101,55091897.78686933,55091897.78686933,37318958.27,37318958.27,282.0,472.5958196111141,47.62442560235304
687,beexinhxinh_,beexinhxinh_,1,1,1443.0,11354.382978723404,39.33027126219093,54785723.90670074,54785723.90670074,109505214.46,109505214.46,34.0,1817.500336734526,49.96975789978217
688,hoobii5,hoobii5,1,1,2976.0,370.9251336898396,34.0892574784788,54702665.37512287,54702665.37512287,25811619.17,25811619.17,188.0,1814.5932881293004,111.93039078579767
689,thuhoaishop9091,thuhoaishop9091,1,1,119100.0,10608.833333333334,46.04797245444515,54587730.475847475,54587730.475847475,90507979.7,90507979.7,109.0,541.6693758705833,39.68738374584725
690,colorkey.luminous_vn,colorkey.luminous_vn,1,1,4655.0,973.58,36.57593066761004,54575092.95086703,54575092.95086703,89917716.88,89917716.88,548.0,1810.1282532803457,39.305517483611816
691,hngtuyetnhi.accphu,hngtuyetnhi.accphu,1,1,159400.0,98046.5,50.638862386866755,54464254.06199432,54464254.06199432,54541495.86,54541495.86,393.0,378.35605826092876,0.14162024122687447
692,hakimdailyyy,hakimdailyyy,2,2,396800.0,172711.75,52.954883289337644,54461942.06790366,54461942.06790366,73507927.77,147015855.54,83.0,92.15402947345041,101.02626344930638
693,emtamdunggi,emtamdunggi,1,1,38300.0,481939.5,51.39096006317846,54391080.29929395,54391080.29929395,99826961.9,99826961.9,364.0,1803.687810475288,45.51463926771677
694,belinhstore.98,belinhstore.98,1,1,24100.0,13422.682926829268,44.007670335450285,54390893.36394216,54390893.36394216,68941947.71,68941947.71,392.0,1803.6812677379753,21.106242033175413
695,banhmipate.review,banhmipate.review,1,1,3229.0,494868.0,47.60449079963555,54200667.19913369,54200667.19913369,94639381.64,94639381.64,67.0,1797.023351969679,42.72926739387592
696,mc_quangtamm,mc_quangtamm,1,1,108100.0,3265.4268292682927,43.70494229149042,54071292.00947096,54071292.00947096,62379154.72,62379154.72,60.0,600.2757522040642,13.318331657138295
697,_nhpa92_,_nhpa92_,1,1,117800.0,364366.0,52.61308005432036,53970758.54058022,53970758.54058022,59314308.97,59314308.97,437.0,541.4181829950111,9.008872432657759
698,tandat.0805,tandat.0805,1,1,962800.0,452204.0,56.27359125756123,53920106.554844804,53920106.554844804,76923001.24,76923001.24,318.0,-21.59519196428882,29.903792512445126
699,cutelady106,cutelady106,1,1,27600.0,2517.1666666666665,41.10318855663678,53759614.62138669,53759614.62138669,95581447.08,95581447.08,285.0,1781.5865117485341,43.75517816089263
700,imanhdan,imanhdan,1,1,3384.0,24464.352941176472,42.080310955463766,53736511.37221478,53736511.37221478,39470780.03,39470780.03,388.0,1780.7778980275175,36.14251183121292
701,myphamchinhhang6666888,myphamchinhhang6666888,3,3,38200.0,9004.88,43.979188312675,53680338.51833362,52160629.68696307,50288121.03333333,150864363.1,360.0,1778.8118481416768,22.813074053869528
702,jinnna04,jinnna04,2,2,3041.0,5375.121184291087,38.91321122120313,53671689.48586298,53671689.48586298,43847735.395,87695470.79,321.0,1778.5091320052043,34.79288623591858
703,shopphuonganh11,shopphuonganh11,1,1,1075.0,781.5,33.895214689668215,53631178.21021139,53631178.21021139,60005410.48,60005410.48,33.0,1777.0912373573985,10.622762545576055
704,sgreview0,sgreview0,1,1,1066.0,156.32923832923834,30.89643706826432,53579005.952338345,53579005.952338345,24319882.03,24319882.03,184.0,1775.265208331842,120.30948129701244
705,kimphuong_1133,kimphuong_1133,2,2,2283.0,1032.1241379310345,29.765521764375123,53557596.01565351,53557596.01565351,14272643.435,28545286.87,151.5,1774.515860547873,220.681189023851
706,lilanhlunglam_,lilanhlunglam_,6,6,274300.0,120769.20833333333,51.69160277710306,53536494.36157403,55981438.858073816,59071964.806666665,354431788.84,307.8333333333333,173.2449584622809,23.18849085504825
707,reviewwithotis,reviewwithotis,1,1,1850.0,41140.0,42.11143872597498,53508454.908831574,53508454.908831574,28739377.84,28739377.84,274.0,1772.7959218091048,86.18515406536572
708,studywith.anna_,studywith.anna_,2,2,34700.0,656633.0,51.085867735703914,53432261.37606846,53432261.37606846,84522179.89,169044359.78,322.0,1770.129148162396,24.829962315758607
709,duyenmymall,duyenmymall,3,3,2793.0,1484.517857142857,36.568380269804294,53347100.26386416,50550024.63379461,92574412.64333333,277723237.93,284.3333333333333,1767.1485092352457,62.96954198849627
710,nganhiiireview,nganhiiireview,1,1,22300.0,118733.33333333331,47.94458043341195,53271503.45071804,53271503.45071804,29421744.47,29421744.47,280.0,1764.5026207751312,81.06167533688065
711,hienhaynoihay,hienhaynoihay,1,1,149500.0,39940.77777777778,48.86794131152961,53189286.55508247,53189286.55508247,124609143.88,124609143.88,614.0,398.0936533586318,57.31510152553142
712,chuyensikhuonggai,chuyensikhuonggai,1,1,26700.0,4727.068965517241,42.224338220973365,53092535.1192072,53092535.1192072,55954555.01,55954555.01,421.0,1758.2387291722523,5.114900637278421
713,quyenngoc1815,quyenngoc1815,1,1,14800.0,2326.4210526315787,39.990027230122756,52942028.72168389,52942028.72168389,40365017.77,40365017.77,150.0,1752.9710052589362,31.15819500773599
714,hongnhungg1911,hongnhungg1911,1,1,49300.0,94392.25,48.74804091453442,52760231.83882596,52760231.83882596,71516897.23,71516897.23,59.0,1398.26216175165,26.226900379713296
715,cuuchamchii,cuuchamchii,1,1,5337.0,10484.681818181818,41.209861404503876,52539790.42261147,52539790.42261147,44849886.6,44849886.6,269.0,1738.892664791401,17.145871273198416
716,annhien22266,annhien22266,2,2,2466.0,8687.538461538461,39.54216175890304,52493434.034955435,52493434.034955435,44748884.16,89497768.32,308.5,1737.27019122344,38.06611321893699
717,thegioisonmoi.123,thegioisonmoi.123,1,1,1577.0,1693.375,35.92708951274176,52385244.90840578,52385244.90840578,21671633.72,21671633.72,604.0,1733.4835717942021,141.72263884314938
718,kieu_oanh_buon_si,kieu_oanh_buon_si,1,1,84600.0,12374.632653061224,45.804010691999665,52350939.02999641,52350939.02999641,43780533.73,43780533.73,330.0,766.3275962410753,19.57583558220457
719,bamebo1.1.1,bamebo1.1.1,2,2,42300.0,13540.875,44.89248869829176,52343532.41869745,52343532.41869745,46759764.870000005,93519529.74000001,364.0,1632.4100564107898,11.921851655512949
720,emmatran228,emmatran228,1,1,2877.0,611149.0,47.81833846801715,52261246.87717142,52261246.87717142,21374023.49,21374023.49,91.0,1729.1436407009996,144.5082316935894
721,linh_cute529,linh_cute529,2,2,156800.0,10340.35,46.426814703416866,52146770.68841718,52146770.68841718,44073019.09,88146038.18,168.0,365.5961668608676,16.143513756813775
722,thuha_moon98,thuha_moon98,2,2,4029.0,16288.988888888889,41.166046399933734,52131928.62887751,52131928.62887751,36619130.370000005,73238260.74000001,218.0,1724.6175020107125,43.80304737922756
723,tuyetmia204,tuyetmia204,1,1,613100.0,74844.2,52.22569772443543,52059675.19383693,52059675.19383693,56637964.77,56637964.77,32.0,18.877092271035217,8.083428835684618
724,mebim.shopping,mebim.shopping,1,1,1608.0,7663.818181818182,38.7665174670609,52012279.99068463,52012279.99068463,55099796.54,55099796.54,178.0,1720.429799673962,5.603499002167768
725,nhunaylee,nhunaylee,1,1,91900.0,167857.0,50.78541888277378,51990417.59813351,51990417.59813351,42267204.21,42267204.21,522.0,692.0194193404453,23.004155514580013
726,thaotrang.riviu,thaotrang.riviu,1,1,1315.0,542.53125,33.52925692355075,51738830.855697274,51738830.855697274,11130623.11,11130623.11,410.0,1710.8590799494043,364.8331934733641
727,motdoiannhien10,motdoiannhien10,1,1,2473.0,294.3939393939394,33.37338649741399,51737394.54804029,51737394.54804029,39694446.57,39694446.57,32.0,1710.80880918141,30.33912554191404
728,thaoanh.dayy,thaoanh.dayy,2,2,159700.0,55370.82142857143,49.55292496238344,51582834.267287225,51582834.267287225,56220999.94500001,112441999.89000002,40.5,352.1976704708961,6.842628873856144
729,aiimyy_0707,aiimyy_0707,4,4,14700.0,3748.849393530997,40.85954387913432,51498520.67514843,27553744.830625363,74380408.955,297521635.82,348.5,1702.4482236301951,27.220062493174062
730,eb06thg9,eb06thg9,2,2,528200.0,646342.5,54.23944724050696,51286767.03738299,51286767.03738299,51361230.5,102722461.0,227.5,35.93614890635399,67.02972229884324
731,thanhthuy1896,thanhthuy1896,4,4,1597.0,1656.2870926243568,35.887785546667956,51252028.69857169,38074748.691794686,49576883.3875,198307533.55,255.5,1693.821004450009,18.467330505723915
732,phdi03,phdi03,1,1,119900.0,98101.0,50.198224417518865,51246715.50423575,51246715.50423575,14162339.98,14162339.98,188.0,498.37699504528825,261.85203558597067
733,hthubyy_16,hthubyy_16,1,1,2921.0,441812.0,47.237975011894314,51242584.60113126,51242584.60113126,29797789.04,29797789.04,262.0,1693.490461039594,71.96774073520746
734,hue.uii,hue.uii,1,1,495000.0,48161.333333333336,51.073291770484644,51135956.28475107,51135956.28475107,69732505.82,69732505.82,187.0,44.62694706798283,26.66840853712049
735,bemapcutee6,bemapcutee6,1,1,3621.0,25665.42307692308,42.27447670087553,51034251.71741037,51034251.71741037,45341779.32,45341779.32,368.0,1686.1988101093625,12.554585379712819
736,nhachunday,nhachunday,4,4,23200.0,3137.3,41.24359523501669,50969586.635913074,47158298.92067656,51502914.46,206011657.84,338.25,1683.9355322569575,16.03738047139082
737,thngannnn310304,thngannnn310304,1,1,14600.0,800.719298245614,37.985271519152256,50889183.078011245,50889183.078011245,34776582.78,34776582.78,341.0,1681.1214077303935,46.33175260473721
738,thichanbanh22,thichanbanh22,1,1,2828.0,23223.75,41.70514577693242,50841771.53320393,50841771.53320393,75885485.51,75885485.51,321.0,1679.4620036621375,33.001981615438005
739,ngoclam_a,ngoclam_a,3,3,15800.0,7737.133333333333,42.32755226825802,50772931.270218216,30645699.27763952,69716246.61666666,209148739.85,393.3333333333333,1677.0525944576373,24.516015860398845
740,changyeuamnhac,changyeuamnhac,3,3,400200.0,102921.0,52.156980801355736,50448069.12916853,49888880.41792355,95904598.43,287713795.29,225.66666666666666,76.48000195111429,61.81911667457358
741,_han_n,_han_n,1,1,34400.0,132001.66666666666,48.8140604047044,50377067.68937155,50377067.68937155,26106690.28,26106690.28,84.0,1663.197369128004,92.96612151546752
742,tiemnhadao04,tiemnhadao04,1,1,3574.0,5191.480519480519,39.27997326481955,50352432.39916132,50352432.39916132,23058533.05,23058533.05,84.0,1662.335133970646,118.36789135708403
743,ntnx.23104,ntnx.23104,1,1,1845.0,231831.0,45.325379862078904,50343795.420225434,50343795.420225434,83057301.71,83057301.71,310.0,1662.03283970789,39.38667114902903
744,banhmyday_1,banhmyday_1,4,4,7772.0,96608.5,44.50019709752311,50257219.60603358,28500725.29345326,147116614.245,588466456.98,462.75,1659.0026862111754,56.550468607806565
745,sunn.mii0,sunn.mii0,3,3,2059.0,7863.666666666667,39.19767936394881,50102639.65266398,21464127.656890117,34381005.74333333,103143017.22999999,246.0,1653.5923878432395,43.36903773498534
746,coxuyenmientay,coxuyenmientay,1,1,9623.0,1662.3902439024391,38.697197186526324,50040942.32285712,50040942.32285712,308020940.77,308020940.77,29.0,1651.432981299999,83.75404535881124
747,myphamnhuhuynh,myphamnhuhuynh,2,2,3744.0,1072.4264539007092,36.411847340423634,50029184.61825734,50029184.61825734,53883403.3,107766806.6,136.0,1651.0214616390067,39.31923926547772
748,nganreviewdoxinh,nganreviewdoxinh,1,1,10800.0,297.65625,35.679773280423134,49891909.43656653,49891909.43656653,80322513.28,80322513.28,255.0,1646.2168302798286,37.88552250270607
749,skincare11117,skincare11117,1,1,4699.0,240.49726775956285,33.99378267863153,49864263.279762425,49864263.279762425,19366239.45,19366239.45,171.0,1645.2492147916846,157.48036116408974
750,minhphuongcare,minhphuongcare,8,8,6243.0,14213.254285714285,42.0149662888429,49695782.689565815,34969300.44816701,50774594.21125,406196753.69,348.625,1639.3523941348033,44.61843562968324
751,gialoi15,gialoi15,1,1,189800.0,5240.1,45.45811442074196,49639100.44338107,49639100.44338107,48723909.52,48723909.52,573.0,266.1472108573946,1.8783199714411336
752,kimphongthuy89,kimphongthuy89,1,1,48700.0,714.6,39.64217461957037,49606518.16035307,49606518.16035307,85227600.34,85227600.34,448.0,1326.060070318158,41.79524243031965
